Id,publisher,paper_title,year,topic,country,game,community,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,label_doi,Label 
10.1177/019027250406700404,SAGE Publications,"Social Values, Subjective Transformations, and Cooperation in Social Dilemmas'",2004,individual differenences IV,USA,Prisoner-s-Dilemma,44,11,21,32,11,21,32,0.043028,"Simpson 2004, 10.1177/019027250406700404",Simpson 2004
10.1177/1043463106066381,SAGE Publications,Social Identity and Cooperation in Social Dilemmas',2006,gender IV,USA,Prisoner-s-Dilemma,44,4,17,21,4,17,21,0.014548,"Simpson 2006, 10.1177/1043463106066381",Simpson 2006
10.1038/srep42844,Springer Science and Business Media LLC,The Enforcement of Moral Boundaries Promotes Cooperation and Prosocial Behavior in Groups',2017,,,,10,0,45,45,0,45,45,0,"Simpson 2017, 10.1038/srep42844",Simpson 2017
10.1038/nature04271,Springer Science and Business Media LLC,Empathic neural responses are modulated by the perceived fairness of others',2006,,,,37,10,24,34,10,24,34,0.077587,"Singer 2006, 10.1038/nature04271",Singer 2006
10.1111/j.1467-9450.1969.tb00023.x,Wiley,A COMPARISON BETWEEN CHILDREN AND ADULTS IN A PRISONERS‘ DILEMMA GAME',1969,,,,47,0,6,6,0,6,6,0,"Sjöberg 1969, 10.1111/j.1467-9450.1969.tb00023.x",Sjöberg 1969
10.1186/1744-9081-9-3,Springer Science and Business Media LLC,Individual differences in behavioural inhibition explain free riding in public good games when punishment is expected but not implemented',2013,agent IV,GBR,ContinuousPGD,10,0,12,12,0,12,12,0,"Skatova 2013, 10.1186/1744-9081-9-3",Skatova 2013
10.1038/srep46709,Springer Science and Business Media LLC,"Guilty repair sustains cooperation, angry retaliation destroys it'",2017,,,,10,0,43,43,0,43,43,0,"Skatova 2017, 10.1038/srep46709",Skatova 2017
10.1177/002200277401800411,SAGE Publications,"""Sex Differences as Artifact in the Prisoner's Dilemma Game""",1974,gender IV,USA,Prisoner-s-Dilemma,47,3,8,11,3,8,11,0.006438,"Skotko 1974, 10.1177/002200277401800411",Skotko 1974
10.1002/bs.3830190206,Wiley,The effects of commitment to future interaction in single plays of three games',1974,conflict index IV,USA,Prisoner-s-Dilemma,47,1,22,23,1,22,23,0.001676,"Slusher 1974, 10.1002/bs.3830190206",Slusher 1974
10.1177/002200277802200205,SAGE Publications,Commitment to Future Interaction and Relative Power Under Conditions of Interdependence',1978,,,,47,0,13,13,0,13,13,0,"Slusher 1978, 10.1177/002200277802200205",Slusher 1978
10.1111/j.1467-9221.2010.00768.x,Wiley,The Behavioral Logic of Collective Action: Partisans Cooperate and Punish More Than Nonpartisans',2010,,,,10,0,31,31,0,31,31,0,"Smirnov 2010, 10.1111/j.1467-9221.2010.00768.x",Smirnov 2010
10.1007/s10683-012-9345-5,Springer Science and Business Media LLC,Estimating the causal effect of beliefs on contributions in repeated public good games',2012,expectations IV,USA,ContinuousPGD,26,4,23,27,4,23,27,0.008727,"Smith 2012, 10.1007/s10683-012-9345-5",Smith 2012
10.1080/00224545.1994.9711382,Informa UK Limited,Conformity as a Determinant of Behavior in a Resource Dilemma',1994,,,,44,1,11,12,1,11,12,0.001676,"Smith 1994, 10.1080/00224545.1994.9711382",Smith 1994
10.1016/j.soscij.2012.12.002,Informa UK Limited,Toward an understanding of the endogenous nature of group identification in games',2013,conflict index IV,USA,Prisoner-s-Dilemma,23,0,51,51,0,51,51,0,"Smith 2013, 10.1016/j.soscij.2012.12.002",Smith 2013
10.1007/s40881-017-0033-2,Springer Science and Business Media LLC,Investing in institutions for cooperation',2017,,,,26,0,19,19,0,19,19,0,"Smith 2017, 10.1007/s40881-017-0033-2",Smith 2017
10.1177/1368430203006002005,SAGE Publications,Effects of Inequality and Reasons for Inequality on Group Identification and                Cooperation in Social Dilemmas',2003,,,,44,2,62,64,2,62,64,0.004476,"Smith 2003, 10.1177/1368430203006002005",Smith 2003
10.1177/002200277501900405,SAGE Publications,"""Random Strategies and Sex Differences in the Prisoner's Dilemma Game""",1975,strategy IV,USA,Prisoner-s-Dilemma,47,1,9,10,1,9,10,0.003087,"Smith 1975, 10.1177/002200277501900405",Smith 1975
10.1007/978-3-642-85261-9_12,Springer Berlin Heidelberg,Does “The Motivating Power of Loss” Exist? An Experimental Test of the Effect of Losses on Cooperation',1996,,,,44,0,3,3,0,3,3,0,"Snijders 1996, 10.1007/978-3-642-85261-9_12",Snijders 1996
10.1093/beheco/arp138,Oxford University Press (OUP),Cleaning in pairs enhances honesty in male cleaning gobies',2009,,,,18,0,32,32,0,32,32,0,"Soares 2009, 10.1093/beheco/arp138",Soares 2009
10.1007/s12110-016-9264-9,Springer Science and Business Media LLC,The Faith of Sacrifice: Leadership Trade-Offs in an Afro-Brazilian Religion',2016,,,,8,0,65,65,0,65,65,0,"Soler 2016, 10.1007/s12110-016-9264-9",Soler 2016
10.3758/BF03335441,Springer Science and Business Media LLC,The effects of reward structure and partner’s cooperation upon strategy',1972,strategy IV,CAN,Prisoner-s-Dilemma,47,0,5,5,0,5,5,0,"Solomon 1972, 10.3758/BF03335441",Solomon 1972
10.1073/pnas.0704598104,Proceedings of the National Academy of Sciences,Gossip as an alternative for direct observation in games of indirect reciprocity',2007,,,,10,6,34,40,6,34,40,0.018333,"Sommerfeld 2007, 10.1073/pnas.0704598104",Sommerfeld 2007
10.1007/s00426-015-0651-3,Springer Science and Business Media LLC,The importance of working memory updating in the Prisoner’s dilemma',2015,strategy IV,DEU,Prisoner-s-Dilemma,37,1,24,25,1,24,25,0.001676,"Soutschek 2015, 10.1007/s00426-015-0651-3",Soutschek 2015
10.3758/s13415-015-0372-5,Springer Science and Business Media LLC,The Importance of the Lateral Prefrontal Cortex for Strategic Decision Making in the Prisoner’s Dilemma',2015,,,,37,1,29,30,1,29,30,0.001676,"Soutschek 2015, 10.3758/s13415-015-0372-5",Soutschek 2015
10.1007/s11031-017-9662-2,Springer Science and Business Media LLC,Facial electromyography reveals dissociable affective responses in social and non-social cooperation',2017,,,,37,0,27,27,0,28,28,0,"Soutschek 2017, 10.1007/s11031-017-9662-2",Soutschek 2017
10.1007/s11229-008-9424-5,Springer Science and Business Media LLC,Sort out your neighbourhood',2008,,,,10,1,26,27,1,26,27,0.002164,"Spiekermann 2008, 10.1007/s11229-008-9424-5",Spiekermann 2008
10.1177/097133368900100205,SAGE Publications,Cooperative-Competitive Behaviour and Conflict Resolution Style among Mizo Children: A Cultural Perspective',1989,education IV,IND,Prisoner-s-Dilemma,3,0,3,3,0,3,3,0,"Srivastava 1989, 10.1177/097133368900100205",Srivastava 1989
10.1098/rspb.2009.1156,The Royal Society,"""Long-term social bonds promote cooperation in the iterated Prisoner's Dilemma""",2009,,,,18,1,34,35,1,34,35,0.001676,"St-Pierre 2009, 10.1098/rspb.2009.1156",St-Pierre 2009
10.1177/002200276701100207,SAGE Publications,Matrix indices and strategy choices in mixed-motive games',1967,,,,47,25,6,31,25,6,31,0.098071,"Steele 1967, 10.1177/002200276701100207",Steele 1967
10.1521/soco.2013.31.2.275,Guilford Publications,In The Dark We Cooperate: The Situated Nature of Procedural Embodiment',2013,,,,42,0,52,52,0,52,52,0,"Steidle 2013, 10.1521/soco.2013.31.2.275",Steidle 2013
10.1177/104687817300400402,SAGE Publications,"""The Prisoner's Dilemma and a Creative Alternative Game""",1973,communication IV,USA,Prisoner-s-Dilemma,47,0,4,4,0,4,4,0,"Steinfatt 1973, 10.1177/104687817300400402",Steinfatt 1973
10.1073/pnas.1306246110,Proceedings of the National Academy of Sciences,"""From extortion to generosity, evolution in the Iterated Prisoner's Dilemma""",2013,,,,10,2,14,16,2,14,16,0.00384,"Stewart 2013, 10.1073/pnas.1306246110",Stewart 2013
10.1002/bdm.1901,Wiley,Eye Movements in Strategic Choice',2015,,,,33,1,31,32,1,32,33,0.001676,"Stewart 2015, 10.1002/bdm.1901",Stewart 2015
10.1177/002200277401800302,SAGE Publications,Chlordiazepoxide (Librium',1974,,,,47,0,12,12,0,12,12,0,"Stix 1974, 10.1177/002200277401800302",Stix 1974
10.2466/pr0.1996.79.3f.1101,SAGE Publications,Response of Cooperators and Competitors in a Simulated Arms Race',1996,,,,44,2,5,7,2,5,7,0.005765,"Stone 1996, 10.2466/pr0.1996.79.3f.1101",Stone 1996
10.1177/147470491301100106,SAGE Publications,"""The Effects of Temperature Priming on Cooperation in the Iterated Prisoner's Dilemma""",2013,gender IV,GBR,Prisoner-s-Dilemma,37,0,29,29,0,29,29,0,"Storey 2013, 10.1177/147470491301100106",Storey 2013
10.1111/j.1559-1816.2008.00352.x,Wiley,Challenging the Leader or the Follower: Influence of Need for Emotion and Equality Violations on Emotional and Retributive Reactions in Social Dilemmas',2008,,,,44,0,42,42,0,42,42,0,"Stouten 2008, 10.1111/j.1559-1816.2008.00352.x",Stouten 2008
10.1002/bdm.659,Wiley,“Seeing is believing”: The effects of facial expressions of emotion and verbal communication in social dilemmas',2009,,,,38,0,44,44,0,44,44,0,"Stouten 2009, 10.1002/bdm.659",Stouten 2009
10.1111/j.1559-1816.2010.00717.x,Wiley,Tolerance of Justice Violations: The Effects of Need on Emotional Reactions After Violating Equality in Social Dilemmas1',2011,,,,44,0,39,39,0,39,39,0,"Stouten 2011, 10.1111/j.1559-1816.2010.00717.x",Stouten 2011
10.1002/ejsp.276,Wiley,"All is well that ends well, at least for proselfs: emotional reactions to equality violation as a function of social value orientation'",2005,,,,44,12,43,55,12,43,55,0.05153,"Stouten 2005, 10.1002/ejsp.276",Stouten 2005
10.1177/0146167206287538,SAGE Publications,"Violating Equality in Social Dilemmas: Emotional and Retributive Reactions as a Function of Trust, Attribution, and Honesty'",2006,,,,44,8,48,56,8,48,56,0.014452,"Stouten 2006, 10.1177/0146167206287538",Stouten 2006
10.1002/ejsp.556,Wiley,When being disadvantaged grows into vengeance: The effects of asymmetry of interest and social rejection in social dilemmas',2009,,,,44,0,60,60,0,60,60,0,"Stouten 2009, 10.1002/ejsp.556",Stouten 2009
10.1177/1368430209105048,SAGE Publications,Behavioral (In)tolerance of Equality Violation in Social Dilemmas: When Trust Affects Contribution Decisions after Violations of Equality',2009,individual differenences IV,NLD,Step-levelPGD,44,0,24,24,0,24,24,0,"Stouten 2009, 10.1177/1368430209105048",Stouten 2009
10.1177/0022002706298133,SAGE Publications,"Time Horizons, Discounting, and Intertemporal Choice'",2007,,,,38,0,53,53,0,53,53,0,"Streich 2007, 10.1177/0022002706298133",Streich 2007
10.1080/00224545.1985.9922886,Informa UK Limited,Behavioral Consistency: The Impact of Public versus Private Statements of Intentions',1985,,,,39,0,1,1,0,1,1,0,"Stults 1985, 10.1080/00224545.1985.9922886",Stults 1985
10.1080/10413200.2011.638360,Informa UK Limited,Enhancing Social Goal Involvement through Cooperative Instructions',2012,,,,35,0,23,23,0,23,23,0,"Stuntz 2012, 10.1080/10413200.2011.638360",Stuntz 2012
10.1002/bdm.3960050205,Wiley,Provision of step-level public goods with continuous contribution',1992,,,,44,10,18,28,10,18,28,0.043603,"Suleiman 1992, 10.1002/bdm.3960050205",Suleiman 1992
10.1002/ejsp.2420050311,Wiley,Effects of vocal expression and instructions on bargaining performance',1975,,,,47,0,5,5,0,5,5,0,"Summerfield 1975, 10.1002/ejsp.2420050311",Summerfield 1975
10.1080/00224545.1972.9922551,Informa UK Limited,"""Strategy Detection in the Prisoner's Dilemma Game""",1972,,,,47,0,5,5,0,5,5,0,"Summers 1972, 10.1080/00224545.1972.9922551",Summers 1972
10.1371/journal.pone.0160503,Public Library of Science (PLoS),The Neural Responses to Social Cooperation in Gain and Loss Context',2016,,,,37,0,33,33,0,33,33,0,"Sun 2016, 10.1371/journal.pone.0160503",Sun 2016
10.1371/journal.pone.0016836,Public Library of Science (PLoS),"Cooperation and Contagion in Web-Based, Networked Public Goods Experiments'",2011,,,,10,13,34,47,13,34,47,0.073487,"Suri 2011, 10.1371/journal.pone.0016836",Suri 2011
10.1080/00224545.2015.1052362,Informa UK Limited,Pro-Environmental Values Matter in Competitive but Not Cooperative Commons Dilemmas',2015,,,,44,1,37,38,1,37,38,0.001676,"Sussman 2015, 10.1080/00224545.2015.1052362",Sussman 2015
10.1177/014616727700300219,SAGE Publications,Interpersonal Attraction and Repeated Exposure to Rewarders and Punishers',1977,,,,40,0,4,4,0,4,4,0,"Swap 1977, 10.1177/014616727700300219",Swap 1977
10.1002/bs.3830120406,Wiley,"""Cooperation in the prisoner's dilemma game I: The effects of asymmetric payoff information and explicit communication""",1967,communication IV,USA,Prisoner-s-Dilemma,47,5,8,13,5,8,13,0.070954,"Swensson 1967, 10.1002/bs.3830120406",Swensson 1967
10.1177/002200277401800412,SAGE Publications,"""The Effects of Game Structure and S's Behavior on Attitudes Toward Cooperative Opponents""",1974,,,,47,0,20,20,0,20,20,0,"Swingle 1974, 10.1177/002200277401800412",Swingle 1974
10.1177/002200277101500408,SAGE Publications,The effect of illusory power in non-zero-sum games',1971,,,,47,0,7,7,0,7,7,0,"Swingle 1971, 10.1177/002200277101500408",Swingle 1971
10.1177/002200276701100308,SAGE Publications,The establishment of the trust relationship',1967,,,,47,2,10,12,2,10,12,0.004476,"Swinth 1967, 10.1177/002200276701100308",Swinth 1967
10.1098/rsbl.2010.0209,The Royal Society,Cooperators benefit through reputation-based partner choice in economic games',2010,,,,10,3,15,18,3,15,18,0.008998,"Sylwester 2010, 10.1098/rsbl.2010.0209",Sylwester 2010
10.1111/j.1467-6494.2011.00728.x,Wiley,Conciliatory Gestures Facilitate Forgiveness and Feelings of Friendship by Making Transgressors Appear More Agreeable',2012,,,,16,0,56,56,0,56,56,0,"Tabak 2012, 10.1111/j.1467-6494.2011.00728.x",Tabak 2012
10.1177/147470490600400127,SAGE Publications,Attractiveness and Cooperation in Social Exchange',2006,gender IV,JPN,Prisoner-s-Dilemma,45,2,28,30,2,28,30,0.004328,"Takahashi 2006, 10.1177/147470490600400127",Takahashi 2006
10.1080/00207590500411534,Wiley,Are Japanese groups more competitive than Japanese individuals? A cross‐cultural validation of the interindividual–intergroup discontinuity effect',2007,gender IV,JPN,Prisoner-s-Dilemma,50,0,27,27,0,27,27,0,"Takemura 2007, 10.1080/00207590500411534",Takemura 2007
10.1007/s10645-008-9094-1,Springer Science and Business Media LLC,Punishment in a Linear Public Good Game with Productivity Heterogeneity',2008,agent IV,NLD,ContinuousPGD,26,1,27,28,1,27,28,0.001676,"Tan 2008, 10.1007/s10645-008-9094-1",Tan 2008
10.1111/1468-0106.12068,Wiley,Voluntary Contribution Mechanism Played over an Infinite Horizon',2014,,,,26,1,32,33,1,32,33,0.001676,"Tan 2014, 10.1111/1468-0106.12068",Tan 2014
10.1111/j.1467-8551.2009.00643.x,Wiley,The Role of Group Member Affect in the Relationship between Trust and Cooperation',2009,expectations IV,NLD,Step-levelPGD,44,0,64,64,0,64,64,0,"Tanghe 2009, 10.1111/j.1467-8551.2009.00643.x",Tanghe 2009
10.1073/pnas.1102493108,Proceedings of the National Academy of Sciences,"Inequality, communication, and the avoidance of disastrous climate change in a public goods game'",2011,,,,28,6,22,28,6,22,28,0.012566,"Tavoni 2011, 10.1073/pnas.1102493108",Tavoni 2011
10.1371/journal.pone.0048794,Public Library of Science (PLoS),The Study of Cognitive Characteristics in Asperger’s Disorder by Using a Modified Prisoner’s Dilemma Game with a Variable Payoff Matrix',2012,,,,47,0,33,33,0,33,33,0,"Tayama 2012, 10.1371/journal.pone.0048794",Tayama 2012
10.2466/pms.1979.48.1.215,SAGE Publications,"Frustration, Fantasy Aggression, and the Exercise of Coercive Power'",1979,,,,41,0,2,2,0,2,2,0,"Tedeschi 1979, 10.2466/pms.1979.48.1.215",Tedeschi 1979
10.3758/bf03328202,Springer Science and Business Media LLC,Discrimination of outcomes in a prisoner’s dilemma game',1968,,,,47,0,7,7,0,7,7,0,"Tedeschi 1968, 10.3758/bf03328202",Tedeschi 1968
10.1080/00224545.1968.9712495,Informa UK Limited,"""The Partial Reinforcement Effect and the Prisoner's Dilemma""",1968,strategy IV,USA,Prisoner-s-Dilemma,47,2,5,7,2,5,7,0.008139,"Tedeschi 1968, 10.1080/00224545.1968.9712495",Tedeschi 1968
10.1002/bs.3830150208,Wiley,"""Threateners' reactions to prior announcement of behavioral compliance or defiance""",1970,gender IV,USA,Prisoner-s-Dilemma,47,7,11,18,7,11,18,0.016772,"Tedeschi 1970, 10.1002/bs.3830150208",Tedeschi 1970
10.1177/002200277001400108,SAGE Publications,Behavior of a threatener: retaliation vs. fixed opportunity costs',1970,,,,47,2,5,7,2,5,7,0.005469,"Tedeschi 1970, 10.1177/002200277001400108",Tedeschi 1970
10.1080/00224545.1968.9712493,Informa UK Limited,"""Realism and Optimism in the Prisoner's Dilemma Game""",1968,,,,47,2,4,6,2,4,6,0.007278,"Tedeschi 1968, 10.1080/00224545.1968.9712493",Tedeschi 1968
10.3758/bf03331018,Springer Science and Business Media LLC,Start effect and response bias in the prisoner’s dilemma game',1968,gender IV,USA,Prisoner-s-Dilemma,47,0,6,6,0,6,6,0,"Tedeschi 1968, 10.3758/bf03331018",Tedeschi 1968
10.1080/00224545.1969.9922385,Informa UK Limited,"""Trust and the Prisoner's Dilemma Game""",1969,strategy IV,USA,Prisoner-s-Dilemma,47,7,11,18,7,11,18,0.01894,"Tedeschi 1969, 10.1080/00224545.1969.9922385",Tedeschi 1969
10.1080/00224545.1968.9712494,Informa UK Limited,"""Intentions, Predictions, and Patterns of Strategy Choices in a Prisoner's Dilemma Game""",1968,,,,47,4,5,9,4,5,9,0.013128,"Tedeschi 1968, 10.1080/00224545.1968.9712494",Tedeschi 1968
10.1007/s10683-014-9423-y,Springer Science and Business Media LLC,Institution design and public good provision: an experimental study of the vote of confidence procedure',2015,,,,28,0,14,14,0,14,14,0,"Tergiman 2015, 10.1007/s10683-014-9423-y",Tergiman 2015
10.1177/002200277401800407,SAGE Publications,"""Wash-In,"" ""Wash-Out,"" and Systemic Effects in Extended Prisoner\'s Dilemma'",1974,,,,47,2,12,14,2,12,14,0.004762,"Terhune 1974, 10.1177/002200277401800407",Terhune 1974
10.1007/s11127-010-9735-1,Springer Science and Business Media LLC,Inequity and risk aversion in sequential public good games',2010,,,,26,2,41,43,2,41,43,0.003351,"Teyssier 2010, 10.1007/s11127-010-9735-1",Teyssier 2010
10.1177/1948550616660160,SAGE Publications,Who Does (Not) Participate in Intergroup Conflict?',2016,,,,50,0,49,49,0,49,49,0,"Thielmann 2016, 10.1177/1948550616660160",Thielmann 2016
