Source,Target,Type,Id,Label,timeset,Weight
10.1016/j.obhdp.2009.01.004,10.1037/0022-3514.51.1.110,Directed,65591,,,1
10.1016/j.obhdp.2009.01.004,10.1016/j.jesp.2005.03.002,Directed,65592,,,1
10.1016/j.obhdp.2009.01.004,10.1037/0022-3514.44.2.294,Directed,65593,,,1
10.1016/j.obhdp.2009.01.004,10.1002/ejsp.34,Directed,65594,,,1
10.1016/j.obhdp.2009.01.004,10.2307/1956014,Directed,65595,,,1
10.1016/j.obhdp.2009.01.004,10.1002/per.418,Directed,65596,,,1
10.1016/j.obhdp.2009.01.004,10.2307/2786924,Directed,65597,,,1
10.1016/j.obhdp.2009.01.004,10.1006/obhd.1996.0068,Directed,65598,,,1
10.1016/j.obhdp.2009.01.004,10.1006/jesp.2001.1499,Directed,65599,,,1
10.1016/j.obhdp.2009.01.004,10.2307/2786982,Directed,65600,,,1
10.1016/j.obhdp.2009.01.004,10.1006/obhd.1995.1015,Directed,65601,,,1
10.1016/j.obhdp.2009.01.004,10.1006/jesp.1995.1001,Directed,65602,,,1
10.1016/j.obhdp.2009.01.004,10.1037/0022-3514.78.1.92,Directed,65603,,,1
10.1016/j.obhdp.2009.01.004,10.1006/jesp.1998.1366,Directed,65604,,,1
10.1016/j.obhdp.2009.01.004,10.1002/ejsp.2420210402,Directed,65605,,,1
10.1016/j.obhdp.2009.01.004,10.1177/0146167207307490,Directed,65606,,,1
10.1016/j.obhdp.2009.01.004,10.1007/s12144-003-1006-6,Directed,65607,,,1
10.1016/j.obhdp.2009.01.004,10.1177/1368430202005004004,Directed,65608,,,1
10.1016/j.obhdp.2009.01.004,10.1037/0022-3514.33.3.273,Directed,65609,,,1
10.1016/j.obhdp.2009.01.004,10.1016/0167-4870(92)90037-8,Directed,65610,,,1
10.1016/j.obhdp.2009.01.004,10.2307/2787161,Directed,65611,,,1
10.1016/j.jesp.2010.09.006,10.1016/S0022-1031(03)00061-1,Directed,65612,,,1
10.1016/j.jesp.2010.09.006,10.1002/ejsp.276,Directed,65613,,,1
10.1016/j.jesp.2010.09.006,10.1177/0146167206287538,Directed,65614,,,1
10.1016/j.jesp.2010.09.006,10.1002/(SICI)1099-0992(199803/04)28:2<249::AID-EJSP868>3.0.CO;2-J,Directed,65615,,,1
10.1016/j.jesp.2010.09.006,10.1037/0022-3514.84.5.988,Directed,65616,,,1
10.1016/j.jesp.2010.09.006,10.1016/0022-1031(83)90014-8,Directed,65617,,,1
10.1108/01437730510607853,10.1002/ejsp.34,Directed,65618,,,1
10.1108/01437730510607853,10.2307/1956014,Directed,65619,,,1
10.1108/01437730510607853,10.1111/j.1559-1816.2002.tb00252.x,Directed,65620,,,1
10.1108/01437730510607853,10.1177/0022002792036004003,Directed,65621,,,1
10.1108/01437730510607853,10.1177/0022002787031004004,Directed,65622,,,1
10.1108/01437730510607853,10.1006/obhd.1994.1045,Directed,65623,,,1
10.1108/01437730510607853,10.1177/104649640003100501,Directed,65624,,,1
10.1002/per.418,10.1111/j.1559-1816.1995.tb01594.x,Directed,65625,,,1
10.1002/per.418,10.1037/0022-3514.68.4.619,Directed,65626,,,1
10.1002/per.418,10.1348/014466699164239,Directed,65627,,,1
10.1002/per.418,10.1037/h0029849,Directed,65628,,,1
10.1002/per.418,10.1177/0146167294204010,Directed,65629,,,1
10.1002/per.418,10.1111/j.1467-6494.1986.tb00413.x,Directed,65630,,,1
10.1002/per.418,10.1002/ejsp.2420210402,Directed,65631,,,1
10.1002/per.418,10.1016/0022-1031(68)90046-2,Directed,65632,,,1
10.1002/per.418,10.1016/0022-1031(85)90008-3,Directed,65633,,,1
10.1002/per.418,10.1177/0022002788032001008,Directed,65634,,,1
10.1002/per.418,10.1006/obhd.1997.2718,Directed,65635,,,1
10.1002/per.418,10.1002/per.2410060505,Directed,65636,,,1
10.1002/per.418,10.1006/jesp.1993.1001,Directed,65637,,,1
10.1002/per.418,10.1037//1089-2699.4.4.330,Directed,65638,,,1
10.1006/jesp.2001.1499,10.1037/0022-3514.46.5.1044,Directed,65639,,,1
10.1006/jesp.2001.1499,10.1037/0022-3514.44.2.294,Directed,65640,,,1
10.1006/jesp.2001.1499,10.1177/01461672962211005,Directed,65641,,,1
10.1006/jesp.2001.1499,10.1111/j.1559-1816.2002.tb00252.x,Directed,65642,,,1
10.1006/jesp.2001.1499,10.1037//1089-2699.4.4.330,Directed,65643,,,1
10.1006/jesp.2001.1499,10.1177/014616729101700210,Directed,65644,,,1
10.1006/jesp.2001.1499,10.1002/ejsp.2420140109,Directed,65645,,,1
10.1006/jesp.2001.1499,10.1016/0167-4870(88)90049-9,Directed,65646,,,1
10.1111/j.1559-1816.2012.00914.x,10.1038/415137a,Directed,65647,,,1
10.1111/j.1559-1816.2012.00914.x,10.1038/nature01474,Directed,65648,,,1
10.1111/j.1559-1816.2012.00914.x,10.2307/2667052,Directed,65649,,,1
10.1111/j.1559-1816.2012.00914.x,10.1037/0022-3514.51.1.110,Directed,65650,,,1
10.1111/j.1559-1816.2012.00914.x,10.1016/j.jesp.2005.03.002,Directed,65651,,,1
10.1111/j.1559-1816.2012.00914.x,10.1037/0022-3514.45.4.819,Directed,65652,,,1
10.1111/j.1559-1816.2012.00914.x,10.2307/1956014,Directed,65653,,,1
10.1111/j.1559-1816.2012.00914.x,10.1111/j.1559-1816.2008.00359.x,Directed,65654,,,1
10.1111/j.1559-1816.2012.00914.x,10.1006/jesp.2001.1499,Directed,65655,,,1
10.1111/j.1559-1816.2012.00914.x,10.1006/obhd.1995.1015,Directed,65656,,,1
10.1111/j.1559-1816.2012.00914.x,10.1111/j.1559-1816.2002.tb00252.x,Directed,65657,,,1
10.1111/j.1559-1816.2012.00914.x,10.1016/j.obhdp.2009.01.004,Directed,65658,,,1
10.1111/j.1559-1816.2012.00914.x,10.1177/0022002783027002004,Directed,65659,,,1
10.1111/j.1559-1816.2012.00914.x,10.1016/S0022-1031(02)00518-8,Directed,65660,,,1
10.1111/j.1559-1816.2012.00914.x,10.1016/j.joep.2004.12.007,Directed,65661,,,1
10.1111/j.1559-1816.2012.00914.x,10.2307/2787147,Directed,65662,,,1
10.1111/j.1559-1816.2012.00914.x,10.1037/0022-3514.33.3.273,Directed,65663,,,1
10.1111/j.1559-1816.2012.00914.x,10.1037//1089-2699.4.4.330,Directed,65664,,,1
10.1111/j.1559-1816.2012.00914.x,10.1002/ejsp.2420140109,Directed,65665,,,1
10.1002/ejsp.34,10.1037/0022-3514.51.1.110,Directed,65666,,,1
10.1002/ejsp.34,10.1037/0022-3514.44.2.294,Directed,65667,,,1
10.1002/ejsp.34,10.2307/1956014,Directed,65668,,,1
10.1002/ejsp.34,10.1177/0146167294204010,Directed,65669,,,1
10.1002/ejsp.34,10.1006/jesp.1995.1001,Directed,65670,,,1
10.1002/ejsp.34,10.1177/0022002795039004006,Directed,65671,,,1
10.1002/ejsp.34,10.1002/ejsp.2420210402,Directed,65672,,,1
10.1002/ejsp.34,10.1007/s12144-999-1024-0,Directed,65673,,,1
10.1002/ejsp.34,10.1177/0022002792036004003,Directed,65674,,,1
10.1002/ejsp.34,10.1177/0022002787031004004,Directed,65675,,,1
10.1002/ejsp.34,10.1037/h0037450,Directed,65676,,,1
10.1002/ejsp.34,10.1080/00224540209603917,Directed,65677,,,1
10.1111/j.1559-1816.2008.00359.x,10.1037/0022-3514.46.5.1044,Directed,65678,,,1
10.1111/j.1559-1816.2008.00359.x,10.1111/j.1559-1816.1995.tb01594.x,Directed,65679,,,1
10.1111/j.1559-1816.2008.00359.x,10.1002/ejsp.34,Directed,65680,,,1
10.1111/j.1559-1816.2008.00359.x,10.1037/0022-3514.45.4.819,Directed,65681,,,1
10.1111/j.1559-1816.2008.00359.x,10.1002/per.418,Directed,65682,,,1
10.1111/j.1559-1816.2008.00359.x,10.1037/h0029849,Directed,65683,,,1
10.1111/j.1559-1816.2008.00359.x,10.1177/0146167294204010,Directed,65684,,,1
10.1111/j.1559-1816.2008.00359.x,10.1016/0167-4870(92)90056-D,Directed,65685,,,1
10.1111/j.1559-1816.2008.00359.x,10.1002/ejsp.2420210402,Directed,65686,,,1
10.1111/j.1559-1816.2008.00359.x,10.1016/0022-1031(68)90046-2,Directed,65687,,,1
10.1111/j.1559-1816.2008.00359.x,10.1016/0022-1031(85)90008-3,Directed,65688,,,1
10.1111/j.1559-1816.2008.00359.x,10.1177/0022002783027002004,Directed,65689,,,1
10.1111/j.1559-1816.2008.00359.x,10.1037//0022-3514.50.3.543,Directed,65690,,,1
10.1111/j.1559-1816.2008.00359.x,10.1037//0022-3514.67.1.126,Directed,65691,,,1
10.1177/1368430210377332,10.1126/science.1189047,Directed,65692,,,1
10.1177/1368430210377332,10.1177/1368430209105040,Directed,65693,,,1
10.1177/1368430210377332,10.1037/0033-2909.129.5.698,Directed,65694,,,1
10.1177/1368430210377332,10.1111/j.1467-9280.2008.02100.x,Directed,65695,,,1
10.1177/1368430210377332,10.1016/j.jesp.2004.03.002,Directed,65696,,,1
10.1177/1368430210377332,10.1177/1368430210371639,Directed,65697,,,1
10.1177/1368430210377332,10.1006/jesp.1993.1021,Directed,65698,,,1
10.1177/1368430210377332,10.1080/14792779243000041,Directed,65699,,,1
10.1177/1368430210377332,10.1037/h0029849,Directed,65700,,,1
10.1177/1368430210377332,10.1002/per.2410060505,Directed,65701,,,1
10.1016/j.psyneuen.2011.10.003,10.1038/nature03701,Directed,65702,,,1
10.1016/j.psyneuen.2011.10.003,10.1016/j.neuron.2008.04.009,Directed,65703,,,1
10.1016/j.psyneuen.2011.10.003,10.1126/science.1189047,Directed,65704,,,1
10.1016/j.psyneuen.2011.10.003,10.1093/scan/nsq085,Directed,65705,,,1
10.1016/j.psyneuen.2011.10.003,10.1016/j.psyneuen.2011.07.013,Directed,65706,,,1
10.1016/j.psyneuen.2011.10.003,10.1016/j.yhbeh.2010.01.006,Directed,65707,,,1
10.3389/fpsyg.2015.00572,10.1038/nature03701,Directed,65708,,,1
10.3389/fpsyg.2015.00572,10.1038/nature11467,Directed,65709,,,1
10.3389/fpsyg.2015.00572,10.1038/nature04981,Directed,65710,,,1
10.3389/fpsyg.2015.00572,10.1037/a0037737,Directed,65711,,,1
10.3389/fpsyg.2015.00572,10.1037/0033-2909.129.5.698,Directed,65712,,,1
10.3389/fpsyg.2015.00572,10.1016/j.jebo.2003.06.005,Directed,65713,,,1
10.3389/fpsyg.2015.00572,10.1111/j.1467-9280.2008.02100.x,Directed,65714,,,1
10.3389/fpsyg.2015.00572,10.1002/bdm.726,Directed,65715,,,1
10.3389/fpsyg.2015.00572,10.1002/bdm.1837,Directed,65716,,,1
10.3389/fpsyg.2015.00572,10.1002/hbm.21298,Directed,65717,,,1
10.3389/fpsyg.2015.00572,10.1038/npp.2015.87,Directed,65718,,,1
10.3389/fpsyg.2015.00572,10.1177/1368430210371639,Directed,65719,,,1
10.3389/fpsyg.2015.00572,10.1006/jesp.1993.1021,Directed,65720,,,1
10.3389/fpsyg.2015.00572,10.1006/jesp.1994.1003,Directed,65721,,,1
10.3389/fpsyg.2015.00572,10.1177/1368430210377332,Directed,65722,,,1
10.1126/science.1189047,10.1038/nature03701,Directed,65723,,,1
10.1126/science.1189047,10.1016/j.neuron.2008.04.009,Directed,65724,,,1
10.1126/science.1189047,10.1037/0033-2909.129.5.698,Directed,65725,,,1
10.1126/science.1189047,10.1111/j.1467-9280.2008.02100.x,Directed,65726,,,1
10.1016/j.jebo.2017.06.006,10.1038/415137a,Directed,65727,,,1
10.1016/j.jebo.2017.06.006,10.1257/aer.90.4.980,Directed,65728,,,1
10.1016/j.jebo.2017.06.006,10.2307/1964229,Directed,65729,,,1
10.1016/j.jebo.2017.06.006,10.1257/000282803321455359,Directed,65730,,,1
10.1016/j.jebo.2017.06.006,10.1098/rspb.2007.1558,Directed,65731,,,1
10.1016/j.jebo.2017.06.006,10.1016/j.jebo.2005.12.006,Directed,65732,,,1
10.1016/j.jebo.2017.06.006,10.1016/j.jebo.2003.11.010,Directed,65733,,,1
10.1016/j.jebo.2017.06.006,10.1037/0022-3514.51.1.110,Directed,65734,,,1
10.1016/j.jebo.2017.06.006,10.1007/s10683-009-9214-z,Directed,65735,,,1
10.1016/j.jebo.2017.06.006,10.1007/s10683-014-9393-0,Directed,65736,,,1
10.1016/j.jebo.2017.06.006,10.1016/j.obhdp.2005.08.005,Directed,65737,,,1
10.1016/j.jebo.2017.06.006,10.1016/j.econlet.2006.12.031,Directed,65738,,,1
10.1016/j.jebo.2017.06.006,10.3389/fnbeh.2015.00033,Directed,65739,,,1
10.1016/j.jebo.2017.06.006,10.1111/ecoj.12096,Directed,65740,,,1
10.1016/j.jebo.2017.06.006,10.1006/jesp.1994.1003,Directed,65741,,,1
10.1016/j.jebo.2017.06.006,10.1016/j.jebo.2016.09.015,Directed,65742,,,1
10.1016/j.jebo.2017.06.006,10.1016/j.econlet.2014.12.009,Directed,65743,,,1
10.1016/j.jebo.2015.06.002,10.1073/pnas.0812360106,Directed,65744,,,1
10.1016/j.jebo.2015.06.002,10.1016/j.geb.2011.02.003,Directed,65745,,,1
10.1016/j.jebo.2015.06.002,10.1016/j.geb.2012.05.007,Directed,65746,,,1
10.1016/j.jebo.2015.06.002,10.1037/h0024914,Directed,65747,,,1
10.1016/j.jesp.2010.04.013,10.1016/j.jebo.2003.11.003,Directed,65748,,,1
10.1016/j.jesp.2010.04.013,10.1006/obhd.1995.1015,Directed,65749,,,1
10.1016/j.jesp.2010.04.013,10.1006/jesp.1995.1001,Directed,65750,,,1
10.1016/j.jesp.2010.04.013,10.1016/0167-4870(92)90056-D,Directed,65751,,,1
10.1016/j.jesp.2010.04.013,10.1177/0022002786030001006,Directed,65752,,,1
10.1016/j.jesp.2010.04.013,10.1111/j.2044-8309.1987.tb00770.x,Directed,65753,,,1
10.1037/a0011991,10.1080/02699930143000662,Directed,65754,,,1
10.1037/a0011991,10.1080/02699930600980874,Directed,65755,,,1
10.1037/a0011991,10.1016/j.jesp.2006.01.009,Directed,65756,,,1
10.1037/a0011991,10.1016/0022-1031(68)90046-2,Directed,65757,,,1
10.1080/02699930600980874,10.1080/02699930143000662,Directed,65758,,,1
10.1080/02699930600980874,10.1016/j.jesp.2006.01.009,Directed,65759,,,1
10.1177/0899764011401414,10.1006/game.1996.0013,Directed,65760,,,1
10.1177/0899764011401414,10.1016/0167-2681(93)90001-6,Directed,65761,,,1
10.1177/0899764011401414,10.1016/S0047-2727(98)00104-2,Directed,65762,,,1
10.1177/0899764011401414,10.1016/j.forpol.2004.03.006,Directed,65763,,,1
10.1177/0899764011401414,10.1016/0014-2921(72)90001-3,Directed,65764,,,1
10.1002/ejsp.111,10.1002/ejsp.34,Directed,65765,,,1
10.1002/ejsp.111,10.1002/per.418,Directed,65766,,,1
10.1002/ejsp.111,10.1037/h0029849,Directed,65767,,,1
10.1002/ejsp.111,10.1016/0022-1031(68)90046-2,Directed,65768,,,1
10.1002/ejsp.111,10.1016/0022-1031(85)90008-3,Directed,65769,,,1
10.1016/j.obhdp.2012.06.007,10.1038/415137a,Directed,65770,,,1
10.1016/j.obhdp.2012.06.007,10.1016/S1090-5138(04)00005-4,Directed,65771,,,1
10.1016/j.obhdp.2012.06.007,10.1037/a0023489,Directed,65772,,,1
10.1016/j.obhdp.2012.06.007,10.1037/0022-3514.51.1.110,Directed,65773,,,1
10.1016/j.obhdp.2012.06.007,10.1037/a0018403,Directed,65774,,,1
10.1016/j.obhdp.2012.06.007,10.2307/2786924,Directed,65775,,,1
10.1016/j.obhdp.2012.06.007,10.1037/a0012976,Directed,65776,,,1
10.1016/j.obhdp.2012.06.007,10.1016/j.jesp.2005.06.004,Directed,65777,,,1
10.1016/j.obhdp.2012.06.007,10.1177/0146167206287538,Directed,65778,,,1
10.1016/j.obhdp.2012.06.007,10.1006/obhd.1995.1015,Directed,65779,,,1
10.1016/j.obhdp.2012.06.007,10.1006/jesp.1995.1001,Directed,65780,,,1
10.1016/j.obhdp.2012.06.007,10.1006/jesp.1998.1366,Directed,65781,,,1
10.1016/j.obhdp.2012.06.007,10.1016/S0001-6918(99)00024-4,Directed,65782,,,1
10.1016/j.obhdp.2012.06.007,10.1016/0022-1031(87)90032-1,Directed,65783,,,1
10.1016/j.obhdp.2012.06.007,10.1006/obhd.1997.2707,Directed,65784,,,1
10.1016/j.obhdp.2012.06.007,10.1177/0146167206289978,Directed,65785,,,1
10.1016/j.obhdp.2012.06.007,10.1002/ejsp.2420200603,Directed,65786,,,1
10.1016/j.obhdp.2012.06.007,10.1006/jesp.1993.1001,Directed,65787,,,1
10.1016/j.obhdp.2012.06.007,10.1177/0146167209352192,Directed,65788,,,1
10.1016/j.obhdp.2012.06.007,10.1177/1368430208090649,Directed,65789,,,1
10.1016/j.jesp.2005.06.004,10.1002/per.418,Directed,65790,,,1
10.1016/j.jesp.2005.06.004,10.1002/ejsp.276,Directed,65791,,,1
10.1016/j.jesp.2005.06.004,10.1177/0146167294204010,Directed,65792,,,1
10.1016/j.jesp.2005.06.004,10.1006/jesp.1995.1001,Directed,65793,,,1
10.1016/j.jesp.2005.06.004,10.1111/j.1467-6494.1986.tb00413.x,Directed,65794,,,1
10.1016/j.jesp.2005.06.004,10.1006/jesp.1998.1366,Directed,65795,,,1
10.1016/j.jesp.2005.06.004,10.1002/(SICI)1099-0992(199803/04)28:2<249::AID-EJSP868>3.0.CO;2-J,Directed,65796,,,1
10.1016/j.jesp.2005.06.004,10.1002/ejsp.2420210402,Directed,65797,,,1
10.1016/j.jesp.2005.06.004,10.1016/0022-1031(68)90046-2,Directed,65798,,,1
10.1016/j.jesp.2005.06.004,10.1016/0022-1031(85)90008-3,Directed,65799,,,1
10.1016/j.jesp.2005.06.004,10.1111/j.1559-1816.1996.tb01121.x,Directed,65800,,,1
10.1016/j.jesp.2005.06.004,10.1016/S0001-6918(99)00024-4,Directed,65801,,,1
10.1016/j.jesp.2005.06.004,10.1016/0022-1031(87)90032-1,Directed,65802,,,1
10.1016/j.jesp.2005.06.004,10.1006/obhd.1997.2707,Directed,65803,,,1
10.1016/j.jesp.2005.06.004,10.1002/ejsp.2420200603,Directed,65804,,,1
10.1016/j.jesp.2005.06.004,10.1006/jesp.1993.1001,Directed,65805,,,1
10.1177/1368430208090649,10.1177/0146167294204010,Directed,65806,,,1
10.1177/1368430208090649,10.1016/j.jesp.2005.06.004,Directed,65807,,,1
10.1177/1368430208090649,10.1037/0022-3514.78.1.92,Directed,65808,,,1
10.1177/1368430208090649,10.1111/j.1467-6494.1986.tb00413.x,Directed,65809,,,1
10.1177/1368430208090649,10.1002/ejsp.2420210402,Directed,65810,,,1
10.1177/1368430208090649,10.1016/0022-1031(68)90046-2,Directed,65811,,,1
10.1177/1368430208090649,10.1016/0022-1031(85)90008-3,Directed,65812,,,1
10.1177/1368430208090649,10.1111/j.1559-1816.1996.tb01121.x,Directed,65813,,,1
10.1177/1368430208090649,10.1016/S0001-6918(99)00024-4,Directed,65814,,,1
10.1177/1368430208090649,10.1177/0146167207307490,Directed,65815,,,1
10.1177/1368430208090649,10.1006/obhd.1997.2707,Directed,65816,,,1
10.1177/1368430208090649,10.1002/ejsp.2420200603,Directed,65817,,,1
10.1177/1368430208090649,10.1177/13684302030063004,Directed,65818,,,1
10.1177/0146167209352192,10.1038/415137a,Directed,65819,,,1
10.1177/0146167209352192,10.1002/ejsp.276,Directed,65820,,,1
10.1177/0146167209352192,10.1016/j.jesp.2005.06.004,Directed,65821,,,1
10.1177/0146167209352192,10.1177/0146167206287538,Directed,65822,,,1
10.1177/0146167209352192,10.1006/jesp.1995.1001,Directed,65823,,,1
10.1177/0146167209352192,10.1016/S0001-6918(99)00024-4,Directed,65824,,,1
10.1177/0146167209352192,10.1016/0022-1031(87)90032-1,Directed,65825,,,1
10.1177/0146167209352192,10.1177/0146167207307490,Directed,65826,,,1
10.1177/0146167209352192,10.1002/ejsp.2420200603,Directed,65827,,,1
10.1177/0146167209352192,10.1177/1368430208090649,Directed,65828,,,1
10.1177/0146167207307490,10.1016/S1090-5138(04)00005-4,Directed,65829,,,1
10.1177/0146167207307490,10.1002/ejsp.34,Directed,65830,,,1
10.1177/0146167207307490,10.1016/j.jesp.2005.06.004,Directed,65831,,,1
10.1177/0146167207307490,10.1006/jesp.1995.1001,Directed,65832,,,1
10.1177/0146167207307490,10.1006/jmps.1997.1203,Directed,65833,,,1
10.1177/0146167207307490,10.1002/(SICI)1099-0992(199803/04)28:2<249::AID-EJSP868>3.0.CO;2-J,Directed,65834,,,1
10.1177/0146167207307490,10.1016/S0001-6918(99)00024-4,Directed,65835,,,1
10.1177/0146167207307490,10.1016/0022-1031(87)90032-1,Directed,65836,,,1
10.1177/0146167207307490,10.1007/s12144-003-1006-6,Directed,65837,,,1
10.1177/0146167207307490,10.1002/ejsp.2420200603,Directed,65838,,,1
10.1177/0146167207307490,10.1037/h0037450,Directed,65839,,,1
10.1177/0146167207307490,10.1177/002200277802200307,Directed,65840,,,1
10.1145/2890495,10.1257/aer.90.4.980,Directed,65841,,,1
10.1145/2890495,10.1257/aer.91.2.73,Directed,65842,,,1
10.1145/2890495,10.1016/S0896-6273(02)00755-9,Directed,65843,,,1
10.1145/2890495,10.1371/journal.pone.0002597,Directed,65844,,,1
10.1145/2890495,10.2307/1882648,Directed,65845,,,1
10.1145/2890495,10.1080/02699930143000662,Directed,65846,,,1
10.1145/2890495,10.1016/j.neulet.2009.03.026,Directed,65847,,,1
10.1145/2890495,10.1016/j.ijhcs.2014.10.006,Directed,65848,,,1
10.1007/s10683-014-9412-1,10.2139/ssrn.203288,Directed,65849,,,1
10.1007/s10683-014-9412-1,10.1257/aer.100.1.541,Directed,65850,,,1
10.1007/s10683-014-9412-1,10.1073/pnas.0408759102,Directed,65851,,,1
10.1007/s10683-014-9412-1,10.1007/s10683-005-0436-4,Directed,65852,,,1
10.1007/s10683-014-9412-1,10.1016/j.jebo.2005.03.008,Directed,65853,,,1
10.1007/s10683-014-9412-1,10.2139/ssrn.632964,Directed,65854,,,1
10.1007/s10683-014-9412-1,10.1007/s10683-008-9197-1,Directed,65855,,,1
10.1007/s10683-014-9412-1,10.1002/per.420,Directed,65856,,,1
10.4284/0038-4038-79.1.15,10.1257/aer.91.2.73,Directed,65857,,,1
10.4284/0038-4038-79.1.15,10.1016/j.jebo.2003.11.007,Directed,65858,,,1
10.4284/0038-4038-79.1.15,10.1016/j.jpubeco.2014.05.009,Directed,65859,,,1
10.4284/0038-4038-79.1.15,10.2202/1538-0645.1460,Directed,65860,,,1
10.1371/journal.pone.0147043,10.1257/aer.100.1.541,Directed,65861,,,1
10.1371/journal.pone.0147043,10.1111/j.1468-0297.2009.02267.x,Directed,65862,,,1
10.1371/journal.pone.0147043,10.1007/s10683-010-9246-4,Directed,65863,,,1
10.1371/journal.pone.0147043,10.2307/2235360,Directed,65864,,,1
10.1371/journal.pone.0147043,10.1016/j.jpubeco.2009.01.005,Directed,65865,,,1
10.1371/journal.pone.0147043,10.1007/s10683-012-9345-5,Directed,65866,,,1
10.1371/journal.pone.0147043,10.1111/j.1465-7295.2001.tb00064.x,Directed,65867,,,1
10.1371/journal.pone.0147043,10.1016/s0047-2727(98)00049-8,Directed,65868,,,1
10.1371/journal.pone.0147043,10.1016/s0047-2727(97)00067-4,Directed,65869,,,1
10.1371/journal.pone.0147043,10.1016/s0167-2681(99)00078-5,Directed,65870,,,1
10.1371/journal.pone.0147043,10.1007/bf01669198,Directed,65871,,,1
10.1126/science.1100735,10.1038/415137a,Directed,65872,,,1
10.1126/science.1100735,10.1257/aer.90.4.980,Directed,65873,,,1
10.1126/science.1100735,10.1016/S0896-6273(02)00755-9,Directed,65874,,,1
10.1126/science.1100735,10.2307/1964229,Directed,65875,,,1
10.1126/science.1100735,10.1016/S0896-6273(04)00014-5,Directed,65876,,,1
10.1016/j.econlet.2017.02.009,10.1016/j.jebo.2013.12.007,Directed,65877,,,1
10.1016/j.econlet.2017.02.009,10.1016/j.joep.2005.06.015,Directed,65878,,,1
10.1016/j.econlet.2017.02.009,10.1016/j.econlet.2014.05.034,Directed,65879,,,1
10.1016/j.econlet.2017.02.009,10.2139/ssrn.2292390,Directed,65880,,,1
10.1016/j.econlet.2017.02.009,10.1177/0022002708322325,Directed,65881,,,1
10.1037/a0026811,10.1037/0022-3514.85.3.453,Directed,65882,,,1
10.1177/0022002703258795,10.1257/aer.90.4.980,Directed,65883,,,1
10.1177/0022002703258795,10.2139/ssrn.203288,Directed,65884,,,1
10.1177/0022002703258795,10.1037/0022-3514.51.1.110,Directed,65885,,,1
10.1177/0022002703258795,10.1177/0022002798042005004,Directed,65886,,,1
10.1177/0022002703258795,10.1007/BF01245571,Directed,65887,,,1
10.1016/j.yhbeh.2010.01.006,10.1038/nature03701,Directed,65888,,,1
10.1016/j.yhbeh.2010.01.006,10.1016/j.neuron.2008.04.009,Directed,65889,,,1
10.1016/j.yhbeh.2010.01.006,10.1016/S0896-6273(02)00755-9,Directed,65890,,,1
10.1016/j.yhbeh.2010.01.006,10.1016/j.neuroimage.2004.04.015,Directed,65891,,,1
10.1016/j.yhbeh.2010.01.006,10.1111/j.1467-9280.2007.01842.x,Directed,65892,,,1
10.1016/j.yhbeh.2010.01.006,10.1038/sj.npp.1300932,Directed,65893,,,1
10.1016/j.yhbeh.2010.01.006,10.1016/j.evolhumbehav.2007.12.005,Directed,65894,,,1
10.1080/00224545.2013.855158,10.1098/rsbl.2006.0509,Directed,65895,,,1
10.1080/00224545.2013.855158,10.1080/02699930143000662,Directed,65896,,,1
10.1080/00224545.2013.855158,10.1080/02699930600980874,Directed,65897,,,1
10.1080/00224545.2013.855158,10.1037/a0011991,Directed,65898,,,1
10.1080/00224545.2013.855158,10.1016/j.jesp.2006.01.009,Directed,65899,,,1
10.1080/00224545.2013.855158,10.1177/0022002710372329,Directed,65900,,,1
10.1080/00224545.2013.855158,10.1177/0022002708322325,Directed,65901,,,1
10.1080/00224545.2013.855158,10.1037/0022-3514.77.6.1245,Directed,65902,,,1
10.1093/scan/nst040,10.1038/nature03701,Directed,65903,,,1
10.1093/scan/nst040,10.1016/j.neuron.2008.04.009,Directed,65904,,,1
10.1093/scan/nst040,10.1126/science.1189047,Directed,65905,,,1
10.1093/scan/nst040,10.1257/jep.7.2.159,Directed,65906,,,1
10.1093/scan/nst040,10.1093/scan/nsq085,Directed,65907,,,1
10.1093/scan/nst040,10.1111/j.1467-9280.2007.01842.x,Directed,65908,,,1
10.1093/scan/nst040,10.1016/S0167-2681(98)00121-8,Directed,65909,,,1
10.1093/scan/nst040,10.1016/j.yhbeh.2010.01.006,Directed,65910,,,1
10.1093/scan/nst040,10.1016/j.psyneuen.2011.10.003,Directed,65911,,,1
10.1093/scan/nst040,10.2307/1956014,Directed,65912,,,1
10.1093/scan/nst040,10.1177/0022002710372329,Directed,65913,,,1
10.1093/scan/nst040,10.1177/019027250406700404,Directed,65914,,,1
10.1093/scan/nst040,10.1016/0022-1031(68)90046-2,Directed,65915,,,1
10.1093/scan/nst040,10.1037/0022-3514.77.6.1245,Directed,65916,,,1
10.1093/scan/nst040,10.1016/j.evolhumbehav.2007.12.005,Directed,65917,,,1
10.1016/j.jpubeco.2016.12.007,10.1038/415137a,Directed,65918,,,2
10.1016/j.jpubeco.2016.12.007,10.1257/aer.90.4.980,Directed,65919,,,2
10.1016/j.jpubeco.2016.12.007,10.1126/science.1153808,Directed,65920,,,2
10.1016/j.jpubeco.2016.12.007,10.1126/science.1177418,Directed,65921,,,2
10.1016/j.jpubeco.2016.12.007,10.1126/science.1164744,Directed,65922,,,2
10.1016/j.jpubeco.2016.12.007,10.1016/j.jebo.2003.06.006,Directed,65923,,,2
