Source,Target,Type,Id,Label,timeset,Weight
10.1177/0022002714560349,10.1038/415137a,Directed,61228,,,1
10.1177/0022002714560349,10.1257/aer.90.4.980,Directed,61229,,,1
10.1177/0022002714560349,10.1126/science.1153808,Directed,61230,,,1
10.1177/0022002714560349,10.1126/science.1123633,Directed,61231,,,1
10.1177/0022002714560349,10.1007/s12110-002-1012-7,Directed,61232,,,1
10.1177/0022002714560349,10.2307/1964229,Directed,61233,,,1
10.1177/0022002714560349,10.1257/aer.99.4.1335,Directed,61234,,,1
10.1177/0022002714560349,10.1016/0047-2727(85)90038-6,Directed,61235,,,1
10.1177/0022002714560349,10.1016/j.jpubeco.2008.06.007,Directed,61236,,,1
10.1177/0022002714560349,10.1007/s10640-012-9581-3,Directed,61237,,,1
10.1177/0022002714560349,10.1111/ecca.12073,Directed,61238,,,1
10.1007/s10198-013-0496-x,10.1016/0047-2727(88)90043-6,Directed,61239,,,1
10.1007/s10198-013-0496-x,10.1016/0047-2727(81)90013-X,Directed,61240,,,1
10.1007/s10198-013-0496-x,10.1016/0047-2727(85)90038-6,Directed,61241,,,1
10.1007/s10198-013-0496-x,10.1111/j.1465-7295.1991.tb01276.x,Directed,61242,,,1
10.1007/s10198-013-0496-x,10.1086/226937,Directed,61243,,,1
10.1007/s10198-013-0496-x,10.1007/BF00140829,Directed,61244,,,1
10.1007/s10198-013-0496-x,10.1007/BF01047748,Directed,61245,,,1
10.1007/s10198-013-0496-x,10.1016/0049-089X(73)90004-5,Directed,61246,,,1
10.1111/j.1465-7295.2010.00309.x,10.1126/science.1153808,Directed,61247,,,1
10.1111/j.1465-7295.2010.00309.x,10.1098/rstb.2008.0275,Directed,61248,,,1
10.1111/j.1465-7295.2010.00309.x,10.1016/j.geb.2004.08.007,Directed,61249,,,1
10.1111/j.1465-7295.2010.00309.x,10.1016/j.econlet.2009.08.024,Directed,61250,,,1
10.1111/j.1465-7295.2010.00309.x,10.1177/0022002795039003007,Directed,61251,,,1
10.1111/j.1465-7295.2010.00309.x,10.1016/S0165-1765(01)00390-1,Directed,61252,,,1
10.1016/j.econlet.2009.08.024,10.1257/aer.90.4.980,Directed,61253,,,1
10.1016/j.econlet.2009.08.024,10.1006/game.1995.1027,Directed,61254,,,1
10.1016/j.econlet.2009.08.024,10.1126/science.1153808,Directed,61255,,,1
10.1016/j.econlet.2009.08.024,10.1016/j.geb.2004.08.007,Directed,61256,,,1
10.1016/j.econlet.2009.08.024,10.1016/j.jebo.2003.11.006,Directed,61257,,,1
10.1016/j.econlet.2009.08.024,10.1007/s10683-006-9127-z,Directed,61258,,,1
10.1016/j.econlet.2009.08.024,10.1023/A:1020832203804,Directed,61259,,,1
10.1038/s41467-017-00731-0,10.1038/415137a,Directed,61260,,,1
10.1038/s41467-017-00731-0,10.1257/aer.90.4.980,Directed,61261,,,1
10.1038/s41467-017-00731-0,10.1126/science.1153808,Directed,61262,,,1
10.1038/s41467-017-00731-0,10.1016/S1090-5138(04)00005-4,Directed,61263,,,1
10.1038/s41467-017-00731-0,10.1126/science.1123633,Directed,61264,,,1
10.1038/s41467-017-00731-0,10.1007/s12110-002-1012-7,Directed,61265,,,1
10.1038/s41467-017-00731-0,10.1126/science.1164744,Directed,61266,,,1
10.1038/s41467-017-00731-0,10.1098/rspb.2007.1558,Directed,61267,,,1
10.1007/s11238-004-3672-8,10.1111/1467-9442.00182,Directed,61268,,,1
10.1007/s11238-004-3672-8,10.1016/0047-2727(94)90059-0,Directed,61269,,,1
10.1007/s11238-004-3672-8,10.1016/0047-2727(95)01544-2,Directed,61270,,,1
10.1007/s11238-004-3672-8,10.1016/0001-6918(88)90047-9,Directed,61271,,,1
10.1016/j.jesp.2004.09.004,10.1177/1043463195007001004,Directed,61272,,,1
10.1016/j.jesp.2004.09.004,10.1006/jesp.1998.1361,Directed,61273,,,1
10.1016/j.jesp.2004.09.004,10.1006/obhd.1995.1018,Directed,61274,,,1
10.1016/j.jesp.2004.09.004,10.1006/obhd.1997.2684,Directed,61275,,,1
10.1016/j.jesp.2004.09.004,10.1002/bdm.402,Directed,61276,,,1
10.1016/j.jesp.2004.09.004,10.1037/0022-3514.84.5.988,Directed,61277,,,1
10.1016/j.jesp.2004.09.004,10.1006/jesp.1995.1026,Directed,61278,,,1
10.1016/j.jesp.2004.09.004,10.1177/1368430203006002005,Directed,61279,,,1
10.1016/j.jpubeco.2014.01.005,10.1111/jeea.12034,Directed,61280,,,1
10.1016/j.jpubeco.2014.01.005,10.1177/1043463115593109,Directed,61281,,,1
10.1016/j.jpubeco.2014.01.005,10.1086/669253,Directed,61282,,,1
10.1111/puar.12424,10.1038/nature04981,Directed,61283,,,1
10.1111/puar.12424,10.1111/1467-9442.00182,Directed,61284,,,1
10.1111/puar.12424,10.2307/1882648,Directed,61285,,,1
10.1111/puar.12424,10.1073/pnas.0809522106,Directed,61286,,,1
10.1111/puar.12424,10.1177/0956797611409590,Directed,61287,,,1
10.1016/j.joep.2007.01.007,10.1016/j.tics.2004.02.007,Directed,61288,,,1
10.1016/j.joep.2007.01.007,10.1016/0167-2681(93)90001-6,Directed,61289,,,1
10.1016/j.joep.2007.01.007,10.1037/0022-3514.54.5.811,Directed,61290,,,1
10.1016/j.joep.2007.01.007,10.1037/0022-3514.46.5.1044,Directed,61291,,,1
10.1016/j.joep.2007.01.007,10.1006/game.1998.0685,Directed,61292,,,1
10.1016/j.joep.2007.01.007,10.1080/14792779243000041,Directed,61293,,,1
10.1016/j.joep.2007.01.007,10.1002/(SICI)1099-0992(199805/06)28:3<475::AID-EJSP881>3.0.CO;2-M,Directed,61294,,,1
10.1108/03068290810854565,10.2139/ssrn.203288,Directed,61295,,,1
10.1108/03068290810854565,10.1016/j.tics.2004.02.007,Directed,61296,,,1
10.1108/03068290810854565,10.1257/0002828043052187,Directed,61297,,,1
10.1108/03068290810854565,10.1257/jep.7.2.159,Directed,61298,,,1
10.1108/03068290810854565,10.1016/0047-2727(81)90013-X,Directed,61299,,,1
10.1108/03068290810854565,10.1111/j.1468-5906.2009.01452.x,Directed,61300,,,1
10.1108/03068290810854565,10.1080/738552683,Directed,61301,,,1
10.1111/j.1468-5906.2009.01452.x,10.1257/jep.7.2.159,Directed,61302,,,1
10.1111/j.1468-5906.2009.01452.x,10.1016/0047-2727(81)90013-X,Directed,61303,,,1
10.1111/j.1468-5906.2009.01452.x,10.1108/03068290810854565,Directed,61304,,,1
10.1177/1069397108322455,10.1006/game.1995.1027,Directed,61305,,,1
10.1177/1069397108322455,10.1016/S0167-4870(02)00165-4,Directed,61306,,,1
10.1177/1069397108322455,10.1016/j.joep.2007.01.007,Directed,61307,,,1
10.1177/1069397108322455,10.1016/j.socec.2006.12.080,Directed,61308,,,1
10.1016/j.socec.2010.12.013,10.1016/j.econlet.2009.05.016,Directed,61309,,,1
10.1111/jssr.12045,10.1038/415137a,Directed,61310,,,1
10.1111/jssr.12045,10.1257/aer.90.4.980,Directed,61311,,,1
10.1111/jssr.12045,10.2139/ssrn.203288,Directed,61312,,,1
10.1111/jssr.12045,10.1016/S1090-5138(04)00005-4,Directed,61313,,,1
10.1111/jssr.12045,10.1098/rsbl.2006.0509,Directed,61314,,,1
10.1111/jssr.12045,10.1016/j.tics.2004.02.007,Directed,61315,,,1
10.1111/jssr.12045,10.1073/pnas.0408759102,Directed,61316,,,1
10.1111/jssr.12045,10.1016/j.econlet.2008.07.015,Directed,61317,,,1
10.1111/jssr.12045,10.1007/s10683-008-9197-1,Directed,61318,,,1
10.1111/jssr.12045,10.1016/j.socec.2010.12.013,Directed,61319,,,1
10.1111/jssr.12045,10.1111/j.1468-5906.2009.01452.x,Directed,61320,,,1
10.1111/jssr.12045,10.1016/j.econlet.2009.05.016,Directed,61321,,,1
10.1016/j.jpubeco.2008.06.007,10.1016/j.jebo.2005.03.008,Directed,61322,,,1
10.1016/j.jpubeco.2008.06.007,10.2139/ssrn.467021,Directed,61323,,,1
10.1016/j.jpubeco.2008.06.007,10.1177/0022002789033004007,Directed,61324,,,1
10.1016/j.jpubeco.2008.06.007,10.2307/1961254,Directed,61325,,,1
10.1093/restud/rdt017,10.2139/ssrn.203288,Directed,61326,,,1
10.1093/restud/rdt017,10.1257/000282803321455359,Directed,61327,,,1
10.1093/restud/rdt017,10.2307/1882648,Directed,61328,,,1
10.1093/restud/rdt017,10.1016/j.geb.2004.08.007,Directed,61329,,,1
10.1093/restud/rdt017,10.1016/j.jpubeco.2007.12.014,Directed,61330,,,1
10.1093/restud/rdt017,10.1007/s10683-005-0436-4,Directed,61331,,,1
10.1093/restud/rdt017,10.1016/j.jebo.2005.03.008,Directed,61332,,,1
10.1093/restud/rdt017,10.2139/ssrn.632964,Directed,61333,,,1
10.1093/restud/rdt017,10.1016/0047-2727(85)90038-6,Directed,61334,,,1
10.1093/restud/rdt017,10.1093/ei/cbi045,Directed,61335,,,1
10.1093/restud/rdt017,10.1016/j.joep.2012.04.002,Directed,61336,,,1
10.1093/restud/rdt017,10.1111/j.1465-7295.1988.tb01519.x,Directed,61337,,,1
10.1093/restud/rdt017,10.1016/0047-2727(95)01544-2,Directed,61338,,,1
10.1093/restud/rdt017,10.2307/2095951,Directed,61339,,,1
10.1093/restud/rdt017,10.2139/ssrn.467021,Directed,61340,,,1
10.1093/restud/rdt017,10.1016/j.jebo.2003.04.002,Directed,61341,,,1
10.1093/restud/rdt017,10.1016/j.geb.2008.05.005,Directed,61342,,,1
10.1093/restud/rdt017,10.1016/j.jpubeco.2010.07.004,Directed,61343,,,1
10.2307/2786416,10.1016/0022-1031(70)90057-0,Directed,61344,,,1
10.2307/2786416,10.1177/001872676001300202,Directed,61345,,,1
10.1016/0022-1031(70)90057-0,10.1177/001872676001300202,Directed,61346,,,1
10.1016/0022-1031(70)90057-0,10.1177/002200275900300203,Directed,61347,,,1
10.1016/0022-1031(70)90057-0,10.1037/h0046501,Directed,61348,,,1
10.1016/0022-1031(70)90057-0,10.1037/h0040167,Directed,61349,,,1
10.1016/0022-1031(70)90057-0,10.1037/h0025594,Directed,61350,,,1
10.1016/0022-1031(70)90057-0,10.1037/h0023655,Directed,61351,,,1
10.1016/0022-1031(70)90057-0,10.1037/h0026310,Directed,61352,,,1
10.1093/jae/ejr034,10.1257/aer.90.4.980,Directed,61353,,,1
10.1093/jae/ejr034,10.1126/science.1153808,Directed,61354,,,1
10.1093/jae/ejr034,10.1126/science.1123633,Directed,61355,,,1
10.1093/jae/ejr034,10.1126/science.1164744,Directed,61356,,,1
10.1093/jae/ejr034,10.1016/j.jebo.2003.06.006,Directed,61357,,,1
10.1093/jae/ejr034,10.2307/1964229,Directed,61358,,,1
10.1093/jae/ejr034,10.1111/j.1465-7295.2007.00051.x,Directed,61359,,,1
10.1093/jae/ejr034,10.1016/0047-2727(88)90043-6,Directed,61360,,,1
10.1093/jae/ejr034,10.1177/1043463195007001004,Directed,61361,,,1
10.1093/jae/ejr034,10.1016/j.geb.2004.08.007,Directed,61362,,,1
10.1093/jae/ejr034,10.1016/j.jebo.2005.05.004,Directed,61363,,,1
10.1093/jae/ejr034,10.1016/j.jebo.2003.11.006,Directed,61364,,,1
10.1093/jae/ejr034,10.1016/j.jebo.2003.11.007,Directed,61365,,,1
10.1093/jae/ejr034,10.1046/j.0013-0133.2003.00180.x,Directed,61366,,,1
10.1093/jae/ejr034,10.1111/j.1465-7295.1988.tb01519.x,Directed,61367,,,1
10.1093/jae/ejr034,10.1016/j.jebo.2009.11.001,Directed,61368,,,1
10.1093/jae/ejr034,10.2139/ssrn.556076,Directed,61369,,,1
10.1093/jae/ejr034,10.2202/1538-0645.1460,Directed,61370,,,1
10.1093/jae/ejr034,10.1016/j.jpubeco.2004.05.011,Directed,61371,,,1
10.1080/17565529.2016.1174664,10.1257/aer.90.4.980,Directed,61372,,,1
10.1080/17565529.2016.1174664,10.1126/science.1153808,Directed,61373,,,1
10.1080/17565529.2016.1174664,10.2139/ssrn.203288,Directed,61374,,,1
10.1080/17565529.2016.1174664,10.1257/aer.100.1.541,Directed,61375,,,1
10.1080/17565529.2016.1174664,10.1007/s12110-002-1012-7,Directed,61376,,,1
10.1080/17565529.2016.1174664,10.1098/rstb.2010.0135,Directed,61377,,,1
10.1080/17565529.2016.1174664,10.1016/S0047-2727(03)00021-5,Directed,61378,,,1
10.1080/17565529.2016.1174664,10.1016/0047-2727(94)90068-X,Directed,61379,,,1
10.1080/17565529.2016.1174664,10.1016/j.econlet.2008.07.015,Directed,61380,,,1
10.1080/17565529.2016.1174664,10.1007/s10683-008-9197-1,Directed,61381,,,1
10.1080/17565529.2016.1174664,10.1086/226937,Directed,61382,,,1
10.1080/17565529.2016.1174664,10.1177/0022002795039003007,Directed,61383,,,1
10.1080/17565529.2016.1174664,10.1016/0014-2921(72)90001-3,Directed,61384,,,1
10.1080/17565529.2016.1174664,10.1016/j.joep.2012.09.005,Directed,61385,,,1
10.1080/17565529.2016.1174664,10.1007/s00355-007-0291-7,Directed,61386,,,1
10.1080/17565529.2016.1174664,10.1093/jae/ejr034,Directed,61387,,,1
10.1080/17565529.2016.1174664,10.1016/j.jebo.2005.04.018,Directed,61388,,,1
10.1016/j.ssresearch.2013.12.014,10.1177/0146167204264004,Directed,61389,,,1
10.1016/j.ssresearch.2013.12.014,10.1177/1043463195007001004,Directed,61390,,,1
10.1016/j.ssresearch.2013.12.014,10.1177/019027250406700404,Directed,61391,,,1
10.1016/j.ssresearch.2013.12.014,10.1177/0022002789033004007,Directed,61392,,,1
10.1016/j.ssresearch.2013.12.014,10.1177/0022002790034003002,Directed,61393,,,1
10.1016/j.ssresearch.2013.12.014,10.1037/0022-3514.37.4.602,Directed,61394,,,1
10.1016/j.socec.2015.10.005,10.1073/pnas.0812360106,Directed,61395,,,1
10.1016/j.socec.2015.10.005,10.1073/pnas.0408759102,Directed,61396,,,1
10.1016/j.socec.2015.10.005,10.1177/1043463195007001004,Directed,61397,,,1
10.1016/j.socec.2015.10.005,10.1037/a0025354,Directed,61398,,,1
10.1016/j.socec.2015.10.005,10.1016/j.jpubeco.2011.05.001,Directed,61399,,,1
10.1016/j.socec.2015.10.005,10.1016/j.jebo.2008.06.010,Directed,61400,,,1
10.1016/j.socec.2015.10.005,10.1016/j.jebo.2011.10.006,Directed,61401,,,1
10.1016/j.socec.2015.10.005,10.1073/pnas.95.23.13755,Directed,61402,,,1
10.1016/j.socec.2015.10.005,10.1016/j.socec.2014.01.006,Directed,61403,,,1
10.1016/j.socec.2015.10.005,10.1016/j.socec.2006.12.065,Directed,61404,,,1
10.1016/j.socec.2015.10.005,10.3758/s13423-012-0224-z,Directed,61405,,,1
10.1016/j.socec.2015.10.005,10.1016/S0167-2681(01)00223-2,Directed,61406,,,1
10.1016/j.socec.2015.10.005,10.1016/j.paid.2010.10.009,Directed,61407,,,1
10.1016/j.socec.2015.10.005,10.1016/j.evolhumbehav.2009.01.003,Directed,61408,,,1
10.1016/j.socec.2015.10.005,10.1016/S1090-5138(98)00039-7,Directed,61409,,,1
10.1016/j.socec.2015.10.005,10.1177/002200277401800407,Directed,61410,,,1
10.1016/j.paid.2016.01.031,10.1073/pnas.93.7.2686,Directed,61411,,,1
10.1016/j.paid.2016.01.031,10.1177/002200275800200401,Directed,61412,,,1
10.1177/1948550610389823,10.1006/obhd.1997.2684,Directed,61413,,,1
10.1177/1948550610389823,10.1002/bdm.402,Directed,61414,,,1
10.1177/1948550610389823,10.1006/jmps.1993.1015,Directed,61415,,,1
10.1007/s10683-006-9131-3,10.1006/game.1995.1027,Directed,61416,,,1
10.1007/s10683-006-9131-3,10.2139/ssrn.203288,Directed,61417,,,1
10.1007/s10683-006-9131-3,10.1257/0002828043052187,Directed,61418,,,1
10.1007/s10683-006-9131-3,10.1111/1468-0297.00588,Directed,61419,,,1
10.1007/s10683-006-9131-3,10.1016/j.econlet.2004.10.007,Directed,61420,,,1
10.1007/s10683-006-9131-3,10.1016/S0165-1765(99)00177-9,Directed,61421,,,1
10.1007/s11127-016-0321-z,10.1073/pnas.1208417109,Directed,61422,,,1
10.1007/s11127-016-0321-z,10.1073/pnas.1102493108,Directed,61423,,,1
10.1007/s11127-016-0321-z,10.1177/0022002709352443,Directed,61424,,,1
10.1007/s11127-016-0321-z,10.1038/nclimate2059,Directed,61425,,,1
10.1007/s11127-016-0321-z,10.1111/j.1465-7295.1988.tb01519.x,Directed,61426,,,1
10.1007/s11127-016-0321-z,10.2307/1956014,Directed,61427,,,1
10.1007/s11127-016-0321-z,10.1007/s10640-012-9581-3,Directed,61428,,,1
10.1007/s11127-016-0321-z,10.1016/j.jpubeco.2008.06.002,Directed,61429,,,1
10.1007/s11127-016-0321-z,10.1016/0001-6918(88)90047-9,Directed,61430,,,1
10.1007/s11127-016-0321-z,10.1016/j.geb.2015.10.004,Directed,61431,,,1
10.1007/s11127-016-0321-z,10.1006/game.1998.0685,Directed,61432,,,1
10.1007/s11127-016-0321-z,10.1093/sf/70.1.107,Directed,61433,,,1
10.1007/s11127-016-0321-z,10.1023/A:1018316500800,Directed,61434,,,1
10.1007/s11127-016-0321-z,10.1006/jesp.1995.1001,Directed,61435,,,1
10.1007/s11127-016-0321-z,10.1016/0899-8256(91)90022-7,Directed,61436,,,1
10.1007/s11127-016-0321-z,10.1006/jmps.1997.1203,Directed,61437,,,1
10.1007/s11127-016-0321-z,10.1016/0749-5978(89)90012-5,Directed,61438,,,1
10.1007/s11127-016-0321-z,10.2139/ssrn.1529270,Directed,61439,,,1
10.1007/s11127-016-0321-z,10.1086/293213,Directed,61440,,,1
10.1007/s11127-016-0321-z,10.1006/obhd.1994.1090,Directed,61441,,,1
10.1007/s11127-016-0321-z,10.1007/s11127-012-9929-9,Directed,61442,,,1
10.1007/s11127-016-0321-z,10.1177/1368430202005004004,Directed,61443,,,1
10.1007/s11127-016-0321-z,10.1006/jesp.1993.1001,Directed,61444,,,1
10.1007/s11127-016-0321-z,10.1016/j.euroecorev.2015.08.001,Directed,61445,,,1
10.1007/s11127-016-0321-z,10.1002/bs.3830230505,Directed,61446,,,1
10.1080/00207597508247320,10.1016/0022-1031(67)90039-X,Directed,61447,,,1
10.1080/00207597508247320,10.1016/0022-1031(69)90047-X,Directed,61448,,,1
10.1080/00207597508247320,10.2307/2786296,Directed,61449,,,1
10.1080/00207597508247320,10.1037/h0031683,Directed,61450,,,1
10.1080/00207597508247320,10.1016/0022-1031(72)90081-9,Directed,61451,,,1
10.1080/00207597508247320,10.1177/002200276801200307,Directed,61452,,,1
10.1177/002200277702100304,10.1037/h0032224,Directed,61453,,,1
10.1177/002200277702100304,10.1037/0022-3514.33.3.273,Directed,61454,,,1
10.1177/002200277702100304,10.1037/h0025594,Directed,61455,,,1
10.1177/002200277702100304,10.1037/h0035116,Directed,61456,,,1
10.1177/002200277702100304,10.2307/2786500,Directed,61457,,,1
10.1016/j.evolhumbehav.2007.09.001,10.1017/S0140525X05000142,Directed,61458,,,1
10.1016/j.evolhumbehav.2007.09.001,10.1038/415424a,Directed,61459,,,1
10.1016/j.evolhumbehav.2007.09.001,10.1016/j.evolhumbehav.2006.10.003,Directed,61460,,,1
10.1016/j.evolhumbehav.2007.09.001,10.1111/1468-0297.00588,Directed,61461,,,1
10.1016/j.evolhumbehav.2007.09.001,10.1073/pnas.93.7.2686,Directed,61462,,,1
10.1016/j.evolhumbehav.2007.09.001,10.2307/2786779,Directed,61463,,,1
10.1126/science.1202599,10.1126/science.1153808,Directed,61464,,,1
10.1126/science.1202599,10.1126/science.1100735,Directed,61465,,,1
10.1126/science.1202599,10.1016/j.tics.2004.02.007,Directed,61466,,,1
10.1126/science.1202599,10.1007/s12110-002-1012-7,Directed,61467,,,1
10.1126/science.1202599,10.1038/nature04981,Directed,61468,,,1
10.1126/science.1202599,10.1016/j.jebo.2003.06.005,Directed,61469,,,1
10.2307/2786258,10.1177/002200275800200401,Directed,61470,,,1
10.2307/2786258,10.1177/002200276500900106,Directed,61471,,,1
10.2307/2786258,10.1037/h0024914,Directed,61472,,,1
10.2307/2786258,10.1177/001872675901200402,Directed,61473,,,1
10.2307/2786258,10.1037/h0040167,Directed,61474,,,1
10.2307/2786258,10.1037/h0025594,Directed,61475,,,1
10.2307/2786258,10.1037/h0047571,Directed,61476,,,1
10.2307/2786258,10.1002/bs.3830100104,Directed,61477,,,1
10.2307/2786258,10.1037/h0023986,Directed,61478,,,1
10.2307/2786258,10.1177/002200276500900308,Directed,61479,,,1
10.2307/2786258,10.1177/002200276701100207,Directed,61480,,,1
10.2307/2786258,10.1037/h0022898,Directed,61481,,,1
10.2307/2786258,10.1177/002200276500900208,Directed,61482,,,1
10.2307/2786258,10.1177/002200276400800206,Directed,61483,,,1
10.2307/2786258,10.2307/2786445,Directed,61484,,,1
10.2307/2786258,10.1177/002200276400800205,Directed,61485,,,1
10.2307/2786258,10.1177/002200276601000406,Directed,61486,,,1
10.1111/j.1559-1816.1985.tb00896.x,10.1037/0022-3514.46.5.1044,Directed,61487,,,1
10.1111/j.1559-1816.1985.tb00896.x,10.1037/0022-3514.44.2.294,Directed,61488,,,1
10.1111/j.1559-1816.1985.tb00896.x,10.1037/0022-3514.45.4.819,Directed,61489,,,1
10.1111/j.1559-1816.1985.tb00896.x,10.1037/0022-3514.42.3.487,Directed,61490,,,1
10.1111/j.1559-1816.1985.tb00896.x,10.1016/0049-089X(73)90004-5,Directed,61491,,,1
10.1007/s10683-007-9194-9,10.2139/ssrn.203288,Directed,61492,,,1
10.1007/s10683-007-9194-9,10.1257/0002828043052187,Directed,61493,,,1
10.1007/s10683-007-9194-9,10.1086/324392,Directed,61494,,,1
10.1007/s10683-007-9194-9,10.1162/qjec.2006.121.2.747,Directed,61495,,,1
10.1007/s10683-007-9194-9,10.1016/j.jpubeco.2007.11.004,Directed,61496,,,1
10.1016/j.jpubeco.2007.11.004,10.2139/ssrn.203288,Directed,61497,,,1
10.1016/j.jpubeco.2007.11.004,10.1257/0002828043052187,Directed,61498,,,1
10.1016/j.jpubeco.2007.11.004,10.1257/000282803321455359,Directed,61499,,,1
10.1016/j.jpubeco.2007.11.004,10.1162/qjec.2006.121.2.747,Directed,61500,,,1
10.1016/j.jpubeco.2007.11.004,10.1016/S0047-2727(03)00021-5,Directed,61501,,,1
10.1016/j.jpubeco.2007.11.004,10.1016/S0167-2681(98)00121-8,Directed,61502,,,1
10.1016/j.jpubeco.2007.11.004,10.1016/j.jebo.2003.11.010,Directed,61503,,,1
10.1016/j.jpubeco.2007.11.004,10.1046/j.0013-0133.2003.00180.x,Directed,61504,,,1
10.1016/j.jpubeco.2007.11.004,10.1016/j.joep.2005.02.001,Directed,61505,,,1
10.1017/S1355770X14000485,10.1257/0002828043052187,Directed,61506,,,1
10.1017/S1355770X14000485,10.1086/324392,Directed,61507,,,1
10.1017/S1355770X14000485,10.1111/j.1468-0297.2009.02267.x,Directed,61508,,,1
10.1017/S1355770X14000485,10.1016/j.jpubeco.2007.11.004,Directed,61509,,,1
10.1017/S1355770X14000485,10.1016/j.jpubeco.2012.04.001,Directed,61510,,,1
10.1016/S0167-2681(96)00879-7,10.1111/j.1465-7295.1988.tb01519.x,Directed,61511,,,1
10.1016/S0167-2681(96)00879-7,10.1111/j.1465-7295.1991.tb01276.x,Directed,61512,,,1
10.1016/S0167-2681(96)00879-7,10.1016/0047-2727(84)90021-5,Directed,61513,,,1
10.1016/S0167-2681(96)00879-7,10.1016/0095-0696(92)90042-U,Directed,61514,,,1
10.1016/j.physa.2015.02.077,10.1038/415137a,Directed,61515,,,1
10.1016/j.physa.2015.02.077,10.1257/aer.90.4.980,Directed,61516,,,1
10.1016/j.physa.2015.02.077,10.1038/nature05229,Directed,61517,,,1
10.1016/j.physa.2015.02.077,10.1016/0047-2727(88)90043-6,Directed,61518,,,1
10.1016/j.physa.2015.02.077,10.1098/rspb.2003.2336,Directed,61519,,,1
10.1016/j.physa.2015.02.077,10.1016/S0165-1765(98)00203-1,Directed,61520,,,1
10.1016/j.physa.2015.02.077,10.1177/002200277602000406,Directed,61521,,,1
10.1016/j.jpubeco.2010.11.016,10.2139/ssrn.203288,Directed,61522,,,1
10.1016/j.jpubeco.2010.11.016,10.1257/aer.100.1.541,Directed,61523,,,1
10.1016/j.jpubeco.2010.11.016,10.1111/1467-9442.00182,Directed,61524,,,1
10.1016/j.jpubeco.2010.11.016,10.1016/0047-2727(88)90043-6,Directed,61525,,,1
10.1016/j.jpubeco.2010.11.016,10.1016/0047-2727(94)90068-X,Directed,61526,,,1
10.1016/j.jpubeco.2010.11.016,10.2307/1882648,Directed,61527,,,1
10.1016/j.jpubeco.2010.11.016,10.1007/s10683-010-9246-4,Directed,61528,,,1
10.1016/j.jpubeco.2010.11.016,10.2307/2234532,Directed,61529,,,1
10.1016/j.jpubeco.2010.11.016,10.2307/2235360,Directed,61530,,,1
10.1016/j.jpubeco.2010.11.016,10.1016/0167-2681(86)90021-1,Directed,61531,,,1
10.1016/j.jpubeco.2010.11.016,10.1257/aer.96.4.1029,Directed,61532,,,1
10.1016/j.jpubeco.2010.11.016,10.1111/j.1465-7295.1991.tb01276.x,Directed,61533,,,1
10.1016/j.jpubeco.2010.11.016,10.1007/BF00140829,Directed,61534,,,1
10.1016/j.jpubeco.2010.11.016,10.1016/S0165-1765(98)00203-1,Directed,61535,,,1
10.1016/j.jpubeco.2010.11.016,10.1177/0022002795039003007,Directed,61536,,,1
10.1016/j.jpubeco.2010.11.016,10.1016/0047-2727(95)01534-5,Directed,61537,,,1
10.1016/j.jpubeco.2010.11.016,10.1037/h0029849,Directed,61538,,,1
10.1016/j.obhdp.2011.07.007,10.1016/j.obhdp.2008.02.012,Directed,61539,,,1
10.1016/j.obhdp.2011.07.007,10.1037/0022-3514.44.2.294,Directed,61540,,,1
10.1016/j.obhdp.2011.07.007,10.1037/h0029849,Directed,61541,,,1
10.1016/j.obhdp.2011.07.007,10.1002/per.2410060505,Directed,61542,,,1
10.1016/j.obhdp.2011.07.007,10.1016/0022-1031(70)90052-1,Directed,61543,,,1
10.1016/j.obhdp.2011.07.007,10.1037/h0028279,Directed,61544,,,1
10.1037/h0036687,10.1016/0022-1031(69)90060-2,Directed,61545,,,1
10.1257/aer.98.2.376,10.2307/2118508,Directed,61546,,,1
10.1016/j.econlet.2009.05.016,10.2202/1935-1682.1629,Directed,61547,,,1
10.1016/j.geb.2004.08.007,10.1038/415137a,Directed,61548,,,1
10.1016/j.geb.2004.08.007,10.1257/aer.90.4.980,Directed,61549,,,1
10.1016/j.geb.2004.08.007,10.1016/j.jebo.2003.06.006,Directed,61550,,,1
10.1016/j.geb.2004.08.007,10.1111/j.1465-7295.2007.00051.x,Directed,61551,,,1
10.1016/j.geb.2004.08.007,10.1257/000282803321455359,Directed,61552,,,1
10.1016/j.geb.2004.08.007,10.1016/0047-2727(88)90043-6,Directed,61553,,,1
10.1016/j.geb.2004.08.007,10.1016/j.jebo.2005.05.004,Directed,61554,,,1
10.1016/j.geb.2004.08.007,10.1016/S0167-2681(96)00854-2,Directed,61555,,,1
10.1007/s10683-012-9327-7,10.1257/aer.90.4.980,Directed,61556,,,1
10.1007/s10683-012-9327-7,10.2139/ssrn.203288,Directed,61557,,,1
10.1007/s10683-012-9327-7,10.1257/aer.100.1.541,Directed,61558,,,1
10.1007/s10683-012-9327-7,10.1073/pnas.0812360106,Directed,61559,,,1
10.1007/s10683-012-9327-7,10.1126/science.1193649,Directed,61560,,,1
10.1007/s10683-012-9327-7,10.1016/j.econlet.2008.07.015,Directed,61561,,,1
10.1007/s10683-012-9327-7,10.1016/j.jebo.2003.11.006,Directed,61562,,,1
10.1007/s10683-012-9327-7,10.1111/j.1465-7295.2009.00268.x,Directed,61563,,,1
